Machine Module,N9343C,CN06050179
MCU Version,A.06.27
DSP Version,A.04.00.11 SA
FPGA Version,A.02.80
19:58:03 02.20.2018
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),6.570905,AUTO
Start Frequency,+2.999000000e+07
Stop Frequency,+3.150000000e+07
Frequency Offset,+0.000000000e+00
Average Type,Power
RBW,+1.000000000e+02,MAN
VBW,+1.000000000e+02,AUTO
Sweep Type,Continuous
Sweep Mode,Sweep
Speed,Normal
PreAmp State,OFF
Ref Level,-2.700000000e+01
Attenuation,10,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Marker,Trace,Type,X Axis,Amplitude
M1,1,Frequency,29.999 MHz,-27.99 dBm
CISPR Filter,Normal RBW,Dwell Time(s),0.500000,AUTO
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Clear Write,
Trace Detector,Average,
Trace Data
+2.999000000e+07,-7.006386566e+01,
+2.999328261e+07,-7.212916565e+01,
+2.999656522e+07,-6.879675293e+01,
+2.999984783e+07,-2.798700905e+01,
+3.000313043e+07,-7.165326691e+01,
+3.000641304e+07,-7.224180603e+01,
+3.000969565e+07,-7.059701538e+01,
+3.001297826e+07,-7.344931793e+01,
+3.001626087e+07,-7.347086334e+01,
+3.001954348e+07,-7.151475525e+01,
+3.002282609e+07,-7.254248047e+01,
+3.002610870e+07,-7.099954224e+01,
+3.002939130e+07,-7.176081085e+01,
+3.003267391e+07,-6.923930359e+01,
+3.003595652e+07,-7.087129211e+01,
+3.003923913e+07,-7.196050262e+01,
+3.004252174e+07,-7.232659149e+01,
+3.004580435e+07,-7.066212463e+01,
+3.004908696e+07,-7.023443604e+01,
+3.005236957e+07,-7.026387024e+01,
+3.005565217e+07,-7.053530121e+01,
+3.005893478e+07,-7.093349457e+01,
+3.006221739e+07,-7.134777832e+01,
+3.006550000e+07,-7.060414124e+01,
+3.006878261e+07,-7.073075867e+01,
+3.007206522e+07,-7.082946014e+01,
+3.007534783e+07,-7.133702087e+01,
+3.007863043e+07,-7.183345795e+01,
+3.008191304e+07,-7.100047302e+01,
+3.008519565e+07,-6.995454407e+01,
+3.008847826e+07,-7.214212799e+01,
+3.009176087e+07,-7.121228790e+01,
+3.009504348e+07,-7.111131287e+01,
+3.009832609e+07,-7.121946716e+01,
+3.010160870e+07,-7.205467224e+01,
+3.010489130e+07,-7.063370514e+01,
+3.010817391e+07,-7.073734283e+01,
+3.011145652e+07,-6.999987030e+01,
+3.011473913e+07,-7.128680420e+01,
+3.011802174e+07,-7.328762817e+01,
+3.012130435e+07,-7.035129547e+01,
+3.012458696e+07,-7.093943024e+01,
+3.012786957e+07,-7.224802399e+01,
+3.013115217e+07,-7.134073639e+01,
+3.013443478e+07,-7.060463715e+01,
+3.013771739e+07,-7.139263153e+01,
+3.014100000e+07,-7.194476318e+01,
+3.014428261e+07,-7.010325623e+01,
+3.014756522e+07,-7.016348267e+01,
+3.015084783e+07,-6.949040222e+01,
+3.015413043e+07,-7.054722595e+01,
+3.015741304e+07,-6.962975311e+01,
+3.016069565e+07,-7.196321869e+01,
+3.016397826e+07,-7.017209625e+01,
+3.016726087e+07,-7.000963593e+01,
+3.017054348e+07,-7.036173248e+01,
+3.017382609e+07,-6.943609619e+01,
+3.017710870e+07,-7.160052490e+01,
+3.018039130e+07,-6.921306610e+01,
+3.018367391e+07,-6.996117401e+01,
+3.018695652e+07,-6.958483887e+01,
+3.019023913e+07,-7.019221497e+01,
+3.019352174e+07,-6.984386444e+01,
+3.019680435e+07,-7.134342194e+01,
+3.020008696e+07,-7.148062134e+01,
+3.020336957e+07,-7.111311340e+01,
+3.020665217e+07,-6.924883270e+01,
+3.020993478e+07,-7.009406281e+01,
+3.021321739e+07,-7.055558777e+01,
+3.021650000e+07,-7.044026947e+01,
+3.021978261e+07,-7.051892090e+01,
+3.022306522e+07,-7.012089539e+01,
+3.022634783e+07,-6.980891418e+01,
+3.022963043e+07,-6.940684509e+01,
+3.023291304e+07,-7.038059235e+01,
+3.023619565e+07,-6.911764526e+01,
+3.023947826e+07,-6.943477631e+01,
+3.024276087e+07,-7.132308960e+01,
+3.024604348e+07,-6.946134186e+01,
+3.024932609e+07,-7.019838715e+01,
+3.025260870e+07,-7.016458893e+01,
+3.025589130e+07,-6.992639923e+01,
+3.025917391e+07,-6.877156067e+01,
+3.026245652e+07,-7.013906097e+01,
+3.026573913e+07,-6.960836029e+01,
+3.026902174e+07,-7.118548584e+01,
+3.027230435e+07,-6.845972443e+01,
+3.027558696e+07,-6.996702576e+01,
+3.027886957e+07,-6.916862488e+01,
+3.028215217e+07,-6.998786163e+01,
+3.028543478e+07,-6.877444458e+01,
+3.028871739e+07,-6.988576508e+01,
+3.029200000e+07,-6.839997864e+01,
+3.029528261e+07,-6.862792969e+01,
+3.029856522e+07,-7.003295898e+01,
+3.030184783e+07,-6.914871216e+01,
+3.030513043e+07,-6.945016479e+01,
+3.030841304e+07,-7.008924866e+01,
+3.031169565e+07,-7.024228668e+01,
+3.031497826e+07,-6.929846191e+01,
+3.031826087e+07,-6.856349945e+01,
+3.032154348e+07,-6.839624786e+01,
+3.032482609e+07,-6.852847290e+01,
+3.032810870e+07,-6.832627869e+01,
+3.033139130e+07,-6.967098999e+01,
+3.033467391e+07,-6.842126465e+01,
+3.033795652e+07,-7.006107330e+01,
+3.034123913e+07,-6.728321075e+01,
+3.034452174e+07,-6.802882385e+01,
+3.034780435e+07,-7.020681000e+01,
+3.035108696e+07,-6.859651947e+01,
+3.035436957e+07,-6.954717255e+01,
+3.035765217e+07,-6.913714600e+01,
+3.036093478e+07,-6.708430481e+01,
+3.036421739e+07,-6.979103088e+01,
+3.036750000e+07,-6.808011627e+01,
+3.037078261e+07,-6.989036560e+01,
+3.037406522e+07,-6.723618317e+01,
+3.037734783e+07,-6.984309387e+01,
+3.038063043e+07,-6.943805695e+01,
+3.038391304e+07,-6.798508453e+01,
+3.038719565e+07,-6.808117676e+01,
+3.039047826e+07,-6.889295197e+01,
