Machine Module,N9343C,CN06050179
MCU Version,A.06.27
DSP Version,A.04.00.11 SA
FPGA Version,A.02.80
20:11:26 02.20.2018
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),6.570405,AUTO
Start Frequency,+0.000000000e+00
Stop Frequency,+1.500000000e+06
Frequency Offset,+0.000000000e+00
Average Type,Power
RBW,+1.000000000e+02,MAN
VBW,+1.000000000e+02,AUTO
Sweep Type,Continuous
Sweep Mode,Sweep
Speed,Normal
PreAmp State,OFF
Ref Level,-2.700000000e+01
Attenuation,10,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Marker,Trace,Type,X Axis,Amplitude
M1,1,Frequency,9 kHz,-69.80 dBm
CISPR Filter,Normal RBW,Dwell Time(s),0.500000,AUTO
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Clear Write,
Trace Detector,Average,
Trace Data
+0.000000000e+00,-1.847041512e+01,
+3.260869565e+03,-6.620700073e+01,
+6.521739130e+03,-6.981089783e+01,
+9.782608696e+03,-6.979803467e+01,
+1.304347826e+04,-7.478478241e+01,
+1.630434783e+04,-7.249231720e+01,
+1.956521739e+04,-7.431548309e+01,
+2.282608696e+04,-7.293878937e+01,
+2.608695652e+04,-7.326361084e+01,
+2.934782609e+04,-7.164993286e+01,
+3.260869565e+04,-6.493521881e+01,
+3.586956522e+04,-7.197283936e+01,
+3.913043478e+04,-7.002015686e+01,
+4.239130435e+04,-7.007411194e+01,
+4.565217391e+04,-6.847879028e+01,
+4.891304348e+04,-7.011236572e+01,
+5.217391304e+04,-6.927944946e+01,
+5.543478261e+04,-6.882373047e+01,
+5.869565217e+04,-6.840717316e+01,
+6.195652174e+04,-6.745889282e+01,
+6.521739130e+04,-6.720578003e+01,
+6.847826087e+04,-6.739409637e+01,
+7.173913043e+04,-6.705577850e+01,
+7.500000000e+04,-6.642704010e+01,
+7.826086957e+04,-6.463949585e+01,
+8.152173913e+04,-6.619561005e+01,
+8.478260870e+04,-6.544670868e+01,
+8.804347826e+04,-6.646088409e+01,
+9.130434783e+04,-6.606000519e+01,
+9.456521739e+04,-6.563456726e+01,
+9.782608696e+04,-6.521946716e+01,
+1.010869565e+05,-6.502733612e+01,
+1.043478261e+05,-6.548229218e+01,
+1.076086957e+05,-6.577349854e+01,
+1.108695652e+05,-6.587552643e+01,
+1.141304348e+05,-6.450893402e+01,
+1.173913043e+05,-6.433330536e+01,
+1.206521739e+05,-6.471605682e+01,
+1.239130435e+05,-6.417265320e+01,
+1.271739130e+05,-6.494860840e+01,
+1.304347826e+05,-6.633392334e+01,
+1.336956522e+05,-6.657560730e+01,
+1.369565217e+05,-6.600285339e+01,
+1.402173913e+05,-6.553185272e+01,
+1.434782609e+05,-6.427837372e+01,
+1.467391304e+05,-6.329782867e+01,
+1.500000000e+05,-6.365423203e+01,
+1.532608696e+05,-6.321414185e+01,
+1.565217391e+05,-6.325908661e+01,
+1.597826087e+05,-6.462372589e+01,
+1.630434783e+05,-6.447716522e+01,
+1.663043478e+05,-6.501471710e+01,
+1.695652174e+05,-6.347193909e+01,
+1.728260870e+05,-6.460296631e+01,
+1.760869565e+05,-6.458225250e+01,
+1.793478261e+05,-6.581655884e+01,
+1.826086957e+05,-6.239966583e+01,
+1.858695652e+05,-6.454946136e+01,
+1.891304348e+05,-6.319318771e+01,
+1.923913043e+05,-6.310650635e+01,
+1.956521739e+05,-6.391279984e+01,
+1.989130435e+05,-6.333868027e+01,
+2.021739130e+05,-6.380896378e+01,
+2.054347826e+05,-6.240299225e+01,
+2.086956522e+05,-6.541715240e+01,
+2.119565217e+05,-6.394681168e+01,
+2.152173913e+05,-6.391792679e+01,
+2.184782609e+05,-6.576027679e+01,
+2.217391304e+05,-6.269508743e+01,
+2.250000000e+05,-6.140164185e+01,
+2.282608696e+05,-6.304684448e+01,
+2.315217391e+05,-6.312347412e+01,
+2.347826087e+05,-6.296925735e+01,
+2.380434783e+05,-6.310123444e+01,
+2.413043478e+05,-6.331654358e+01,
+2.445652174e+05,-6.275358963e+01,
+2.478260870e+05,-6.278660202e+01,
+2.510869565e+05,-6.272403336e+01,
+2.543478261e+05,-6.296534348e+01,
+2.576086957e+05,-6.365503311e+01,
+2.608695652e+05,-6.449801636e+01,
+2.641304348e+05,-6.208674240e+01,
+2.673913043e+05,-6.200629807e+01,
+2.706521739e+05,-6.232664108e+01,
+2.739130435e+05,-6.093274689e+01,
+2.771739130e+05,-6.243342590e+01,
+2.804347826e+05,-6.125786591e+01,
+2.836956522e+05,-6.221141434e+01,
+2.869565217e+05,-6.327052689e+01,
+2.902173913e+05,-6.170418167e+01,
+2.934782609e+05,-6.262123489e+01,
+2.967391304e+05,-6.161627960e+01,
+3.000000000e+05,-6.255896378e+01,
+3.032608696e+05,-6.289657974e+01,
+3.065217391e+05,-6.209951782e+01,
+3.097826087e+05,-6.174834824e+01,
+3.130434783e+05,-6.219632339e+01,
+3.163043478e+05,-6.315578461e+01,
+3.195652174e+05,-6.096481323e+01,
+3.228260870e+05,-6.183705902e+01,
+3.260869565e+05,-6.135497665e+01,
+3.293478261e+05,-6.173628616e+01,
+3.326086957e+05,-6.078825760e+01,
+3.358695652e+05,-6.043018723e+01,
+3.391304348e+05,-6.246545792e+01,
+3.423913043e+05,-6.252812195e+01,
+3.456521739e+05,-6.194473267e+01,
+3.489130435e+05,-6.209548950e+01,
+3.521739130e+05,-6.089131927e+01,
+3.554347826e+05,-6.222934341e+01,
+3.586956522e+05,-5.909244537e+01,
+3.619565217e+05,-6.132464981e+01,
+3.652173913e+05,-6.061017227e+01,
+3.684782609e+05,-6.187284851e+01,
+3.717391304e+05,-6.032580566e+01,
+3.750000000e+05,-5.974084091e+01,
+3.782608696e+05,-6.072159576e+01,
+3.815217391e+05,-6.197055435e+01,
+3.847826087e+05,-6.095941162e+01,
+3.880434783e+05,-6.144557190e+01,
+3.913043478e+05,-6.047491837e+01,
+3.945652174e+05,-6.103843307e+01,
+3.978260870e+05,-6.160326767e+01,
+4.010869565e+05,-5.944393158e+01,
