Machine Module,N9343C,CN06050179
MCU Version,A.06.27
DSP Version,A.04.00.11 SA
FPGA Version,A.02.80
20:12:58 02.20.2018
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),15.988364,AUTO
Start Frequency,+0.000000000e+00
Stop Frequency,+1.000000000e+05
Frequency Offset,+0.000000000e+00
Average Type,Power
RBW,+3.000000000e+01,MAN
VBW,+3.000000000e+01,AUTO
Sweep Type,Continuous
Sweep Mode,Sweep
Speed,Normal
PreAmp State,OFF
Ref Level,-3.900000000e+01
Attenuation,10,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Marker,Trace,Type,X Axis,Amplitude
M1,1,Frequency,652.0 Hz,-71.29 dBm
CISPR Filter,Normal RBW,Dwell Time(s),0.500000,AUTO
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Clear Write,
Trace Detector,Average,
Trace Data
+0.000000000e+00,-1.197227669e+01,
+2.173913043e+02,-6.939115906e+01,
+4.347826087e+02,-7.147486877e+01,
+6.521739130e+02,-7.129246521e+01,
+8.695652174e+02,-7.175170898e+01,
+1.086956522e+03,-6.901411438e+01,
+1.304347826e+03,-7.049232483e+01,
+1.521739130e+03,-7.249996948e+01,
+1.739130435e+03,-7.294139099e+01,
+1.956521739e+03,-7.290103149e+01,
+2.173913043e+03,-7.038821411e+01,
+2.391304348e+03,-7.132211304e+01,
+2.608695652e+03,-6.925486755e+01,
+2.826086957e+03,-7.313136292e+01,
+3.043478261e+03,-7.202107239e+01,
+3.260869565e+03,-7.214692688e+01,
+3.478260870e+03,-7.041366577e+01,
+3.695652174e+03,-7.611962891e+01,
+3.913043478e+03,-7.115315247e+01,
+4.130434783e+03,-6.865980530e+01,
+4.347826087e+03,-7.223605347e+01,
+4.565217391e+03,-7.318086243e+01,
+4.782608696e+03,-7.359812927e+01,
+5.000000000e+03,-7.589575195e+01,
+5.217391304e+03,-7.371559143e+01,
+5.434782609e+03,-7.369047546e+01,
+5.652173913e+03,-7.567572021e+01,
+5.869565217e+03,-7.463179016e+01,
+6.086956522e+03,-7.589341736e+01,
+6.304347826e+03,-7.588247681e+01,
+6.521739130e+03,-7.285112000e+01,
+6.739130435e+03,-7.470101929e+01,
+6.956521739e+03,-7.722529602e+01,
+7.173913043e+03,-7.973254395e+01,
+7.391304348e+03,-7.570314026e+01,
+7.608695652e+03,-7.485147095e+01,
+7.826086957e+03,-7.559561157e+01,
+8.043478261e+03,-7.484597778e+01,
+8.260869565e+03,-7.317807007e+01,
+8.478260870e+03,-7.948367310e+01,
+8.695652174e+03,-7.586470795e+01,
+8.913043478e+03,-8.018115234e+01,
+9.130434783e+03,-7.609112549e+01,
+9.347826087e+03,-7.600862885e+01,
+9.565217391e+03,-7.708134460e+01,
+9.782608696e+03,-7.560034943e+01,
+1.000000000e+04,-7.887731171e+01,
+1.021739130e+04,-7.994861603e+01,
+1.043478261e+04,-7.833092499e+01,
+1.065217391e+04,-8.093356323e+01,
+1.086956522e+04,-7.730962372e+01,
+1.108695652e+04,-7.719540405e+01,
+1.130434783e+04,-7.653942108e+01,
+1.152173913e+04,-7.783492279e+01,
+1.173913043e+04,-8.192558289e+01,
+1.195652174e+04,-8.154850006e+01,
+1.217391304e+04,-7.618611908e+01,
+1.239130435e+04,-7.641333771e+01,
+1.260869565e+04,-7.646309662e+01,
+1.282608696e+04,-7.991607666e+01,
+1.304347826e+04,-7.789116669e+01,
+1.326086957e+04,-7.828426361e+01,
+1.347826087e+04,-7.911953735e+01,
+1.369565217e+04,-7.760784912e+01,
+1.391304348e+04,-7.642671967e+01,
+1.413043478e+04,-7.742135620e+01,
+1.434782609e+04,-7.899505615e+01,
+1.456521739e+04,-7.957809448e+01,
+1.478260870e+04,-7.953689575e+01,
+1.500000000e+04,-8.019156647e+01,
+1.521739130e+04,-7.846548462e+01,
+1.543478261e+04,-7.859603119e+01,
+1.565217391e+04,-7.657418060e+01,
+1.586956522e+04,-8.145030212e+01,
+1.608695652e+04,-7.944400787e+01,
+1.630434783e+04,-7.879434204e+01,
+1.652173913e+04,-7.985356903e+01,
+1.673913043e+04,-7.907376862e+01,
+1.695652174e+04,-7.805253601e+01,
+1.717391304e+04,-7.726752472e+01,
+1.739130435e+04,-8.086045074e+01,
+1.760869565e+04,-8.065238953e+01,
+1.782608696e+04,-8.015641785e+01,
+1.804347826e+04,-8.113105774e+01,
+1.826086957e+04,-7.794076538e+01,
+1.847826087e+04,-7.872584534e+01,
+1.869565217e+04,-8.106185150e+01,
+1.891304348e+04,-8.146834564e+01,
+1.913043478e+04,-7.992444611e+01,
+1.934782609e+04,-8.397531128e+01,
+1.956521739e+04,-8.042533875e+01,
+1.978260870e+04,-8.096842194e+01,
+2.000000000e+04,-7.625172424e+01,
+2.021739130e+04,-7.732574463e+01,
+2.043478261e+04,-8.167993164e+01,
+2.065217391e+04,-7.988559723e+01,
+2.086956522e+04,-7.986679077e+01,
+2.108695652e+04,-7.818994141e+01,
+2.130434783e+04,-7.918512726e+01,
+2.152173913e+04,-8.324247742e+01,
+2.173913043e+04,-7.807729340e+01,
+2.195652174e+04,-8.066020966e+01,
+2.217391304e+04,-7.694597626e+01,
+2.239130435e+04,-7.823423767e+01,
+2.260869565e+04,-7.913175201e+01,
+2.282608696e+04,-7.730832672e+01,
+2.304347826e+04,-7.694385529e+01,
+2.326086957e+04,-7.794522858e+01,
+2.347826087e+04,-7.817478180e+01,
+2.369565217e+04,-7.873799896e+01,
+2.391304348e+04,-7.953192139e+01,
+2.413043478e+04,-8.001374817e+01,
+2.434782609e+04,-8.013644409e+01,
+2.456521739e+04,-7.979058075e+01,
+2.478260870e+04,-7.959716034e+01,
+2.500000000e+04,-7.831803894e+01,
+2.521739130e+04,-8.020450592e+01,
+2.543478261e+04,-8.102573395e+01,
+2.565217391e+04,-7.726628113e+01,
+2.586956522e+04,-7.724754333e+01,
+2.608695652e+04,-7.685345459e+01,
+2.630434783e+04,-7.961627960e+01,
+2.652173913e+04,-8.152914429e+01,
