Machine Module,N9343C,CN06050179
MCU Version,A.06.27
DSP Version,A.04.00.11 SA
FPGA Version,A.02.80
16:08:05 02.20.2018
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),7.994953,AUTO
Start Frequency,+2.999900000e+07
Stop Frequency,+3.005000000e+07
Frequency Offset,+0.000000000e+00
Average Type,Power
RBW,+3.000000000e+01,MAN
VBW,+3.000000000e+01,AUTO
Sweep Type,Continuous
Sweep Mode,Sweep
Speed,Normal
PreAmp State,OFF
Ref Level,-1.000000000e+01
Attenuation,10,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Marker,Trace,Type,X Axis,Amplitude
M1,1,Frequency,29.999222 MHz,-16.89 dBm
CISPR Filter,Normal RBW,Dwell Time(s),0.500000,AUTO
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Clear Write,
Trace Detector,Average,
Trace Data
+2.999900000e+07,-7.875537109e+01,
+2.999911087e+07,-2.728672028e+01,
+2.999922174e+07,-1.688916779e+01,
+2.999933261e+07,-7.709411621e+01,
+2.999944348e+07,-7.620899200e+01,
+2.999955435e+07,-7.947380829e+01,
+2.999966522e+07,-7.755031586e+01,
+2.999977609e+07,-7.891255951e+01,
+2.999988696e+07,-7.724901581e+01,
+2.999999783e+07,-7.739141846e+01,
+3.000010870e+07,-7.622484589e+01,
+3.000021957e+07,-7.915287781e+01,
+3.000033043e+07,-7.817577362e+01,
+3.000044130e+07,-8.005017853e+01,
+3.000055217e+07,-7.987509918e+01,
+3.000066304e+07,-7.710601044e+01,
+3.000077391e+07,-7.732785797e+01,
+3.000088478e+07,-8.032588959e+01,
+3.000099565e+07,-7.678686523e+01,
+3.000110652e+07,-7.794289398e+01,
+3.000121739e+07,-7.639995575e+01,
+3.000132826e+07,-8.260109711e+01,
+3.000143913e+07,-7.983202362e+01,
+3.000155000e+07,-8.023519897e+01,
+3.000166087e+07,-7.976654053e+01,
+3.000177174e+07,-7.917297363e+01,
+3.000188261e+07,-7.527910614e+01,
+3.000199348e+07,-7.667728424e+01,
+3.000210435e+07,-7.807605743e+01,
+3.000221522e+07,-8.001975250e+01,
+3.000232609e+07,-7.648862457e+01,
+3.000243696e+07,-7.585156250e+01,
+3.000254783e+07,-7.731801605e+01,
+3.000265870e+07,-7.573281097e+01,
+3.000276957e+07,-7.977352142e+01,
+3.000288043e+07,-8.425162506e+01,
+3.000299130e+07,-7.821650696e+01,
+3.000310217e+07,-7.753827667e+01,
+3.000321304e+07,-7.471009064e+01,
+3.000332391e+07,-7.946730804e+01,
+3.000343478e+07,-8.062847137e+01,
+3.000354565e+07,-7.994730377e+01,
+3.000365652e+07,-8.100102997e+01,
+3.000376739e+07,-8.051512909e+01,
+3.000387826e+07,-7.702175903e+01,
+3.000398913e+07,-8.141180420e+01,
+3.000410000e+07,-8.343357086e+01,
+3.000421087e+07,-8.075314331e+01,
+3.000432174e+07,-8.647426605e+01,
+3.000443261e+07,-8.005833435e+01,
+3.000454348e+07,-8.365800476e+01,
+3.000465435e+07,-7.948951721e+01,
+3.000476522e+07,-8.044580078e+01,
+3.000487609e+07,-7.797635651e+01,
+3.000498696e+07,-8.252476501e+01,
+3.000509783e+07,-8.955494690e+01,
+3.000520870e+07,-8.691510010e+01,
+3.000531957e+07,-8.360758972e+01,
+3.000543043e+07,-7.977268982e+01,
+3.000554130e+07,-7.812744141e+01,
+3.000565217e+07,-7.910993958e+01,
+3.000576304e+07,-8.257379913e+01,
+3.000587391e+07,-8.338761139e+01,
+3.000598478e+07,-8.549656677e+01,
+3.000609565e+07,-7.868632507e+01,
+3.000620652e+07,-8.063691711e+01,
+3.000631739e+07,-8.306821442e+01,
+3.000642826e+07,-8.522212982e+01,
+3.000653913e+07,-8.310339355e+01,
+3.000665000e+07,-8.280994415e+01,
+3.000676087e+07,-7.816410065e+01,
+3.000687174e+07,-8.106369781e+01,
+3.000698261e+07,-8.493581390e+01,
+3.000709348e+07,-8.526938629e+01,
+3.000720435e+07,-8.150898743e+01,
+3.000731522e+07,-8.387269592e+01,
+3.000742609e+07,-8.193589783e+01,
+3.000753696e+07,-8.093819427e+01,
+3.000764783e+07,-8.530999756e+01,
+3.000775870e+07,-8.587729645e+01,
+3.000786957e+07,-8.644349670e+01,
+3.000798043e+07,-7.838311005e+01,
+3.000809130e+07,-8.145700073e+01,
+3.000820217e+07,-8.103471375e+01,
+3.000831304e+07,-8.219949341e+01,
+3.000842391e+07,-7.923552704e+01,
+3.000853478e+07,-8.472743988e+01,
+3.000864565e+07,-7.937326813e+01,
+3.000875652e+07,-8.357868958e+01,
+3.000886739e+07,-8.534974670e+01,
+3.000897826e+07,-7.919529724e+01,
+3.000908913e+07,-7.928818512e+01,
+3.000920000e+07,-8.214815521e+01,
+3.000931087e+07,-8.110299683e+01,
+3.000942174e+07,-8.504618073e+01,
+3.000953261e+07,-8.400498962e+01,
+3.000964348e+07,-8.414838409e+01,
+3.000975435e+07,-8.186996460e+01,
+3.000986522e+07,-8.122158051e+01,
+3.000997609e+07,-8.318729401e+01,
+3.001008696e+07,-7.817211151e+01,
+3.001019783e+07,-8.296876526e+01,
+3.001030870e+07,-8.311962128e+01,
+3.001041957e+07,-8.367856598e+01,
+3.001053043e+07,-8.042940521e+01,
+3.001064130e+07,-8.470960236e+01,
+3.001075217e+07,-8.855205536e+01,
+3.001086304e+07,-8.368265533e+01,
+3.001097391e+07,-8.470705414e+01,
+3.001108478e+07,-8.708954620e+01,
+3.001119565e+07,-8.141779327e+01,
+3.001130652e+07,-8.056548309e+01,
+3.001141739e+07,-8.459366608e+01,
+3.001152826e+07,-7.928107452e+01,
+3.001163913e+07,-8.220008087e+01,
+3.001175000e+07,-8.279775238e+01,
+3.001186087e+07,-8.418839264e+01,
+3.001197174e+07,-8.114255524e+01,
+3.001208261e+07,-8.659577179e+01,
+3.001219348e+07,-8.594969177e+01,
+3.001230435e+07,-8.103801727e+01,
+3.001241522e+07,-8.067115021e+01,
+3.001252609e+07,-8.318743134e+01,
