Machine Module,N9343C,CN06050179
MCU Version,A.06.27
DSP Version,A.04.00.11 SA
FPGA Version,A.02.80
16:08:56 02.20.2018
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),7.994953,AUTO
Start Frequency,+2.999900000e+07
Stop Frequency,+3.005000000e+07
Frequency Offset,+0.000000000e+00
Average Type,Power
RBW,+3.000000000e+01,MAN
VBW,+3.000000000e+01,AUTO
Sweep Type,Continuous
Sweep Mode,Sweep
Speed,Normal
PreAmp State,OFF
Ref Level,-1.000000000e+01
Attenuation,10,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Marker,Trace,Type,X Axis,Amplitude
M1,1,Frequency,29.999222 MHz,-16.89 dBm
CISPR Filter,Normal RBW,Dwell Time(s),0.500000,AUTO
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Clear Write,
Trace Detector,Average,
Trace Data
+2.999900000e+07,-7.284583282e+01,
+2.999911087e+07,-2.719756317e+01,
+2.999922174e+07,-1.688591003e+01,
+2.999933261e+07,-7.265450287e+01,
+2.999944348e+07,-7.448410034e+01,
+2.999955435e+07,-8.114695740e+01,
+2.999966522e+07,-7.517912292e+01,
+2.999977609e+07,-7.920412445e+01,
+2.999988696e+07,-7.799629974e+01,
+2.999999783e+07,-7.457937622e+01,
+3.000010870e+07,-8.106904602e+01,
+3.000021957e+07,-7.329564667e+01,
+3.000033043e+07,-8.223441315e+01,
+3.000044130e+07,-8.109973907e+01,
+3.000055217e+07,-7.894718170e+01,
+3.000066304e+07,-7.907695770e+01,
+3.000077391e+07,-7.733327484e+01,
+3.000088478e+07,-7.939568329e+01,
+3.000099565e+07,-8.424848938e+01,
+3.000110652e+07,-8.143421936e+01,
+3.000121739e+07,-7.657476807e+01,
+3.000132826e+07,-7.600346375e+01,
+3.000143913e+07,-8.078309631e+01,
+3.000155000e+07,-7.773451996e+01,
+3.000166087e+07,-8.173375702e+01,
+3.000177174e+07,-8.680083466e+01,
+3.000188261e+07,-7.825704956e+01,
+3.000199348e+07,-7.661465454e+01,
+3.000210435e+07,-7.704820251e+01,
+3.000221522e+07,-8.286729431e+01,
+3.000232609e+07,-7.677648163e+01,
+3.000243696e+07,-8.275830841e+01,
+3.000254783e+07,-8.182356262e+01,
+3.000265870e+07,-7.991489410e+01,
+3.000276957e+07,-8.056339264e+01,
+3.000288043e+07,-7.803005981e+01,
+3.000299130e+07,-7.511724091e+01,
+3.000310217e+07,-7.907411194e+01,
+3.000321304e+07,-8.092918396e+01,
+3.000332391e+07,-7.923575592e+01,
+3.000343478e+07,-7.744335175e+01,
+3.000354565e+07,-7.856295776e+01,
+3.000365652e+07,-7.751148987e+01,
+3.000376739e+07,-7.909562683e+01,
+3.000387826e+07,-7.867346191e+01,
+3.000398913e+07,-8.459751129e+01,
+3.000410000e+07,-7.998045349e+01,
+3.000421087e+07,-8.503411865e+01,
+3.000432174e+07,-8.128871918e+01,
+3.000443261e+07,-8.282064819e+01,
+3.000454348e+07,-8.161891937e+01,
+3.000465435e+07,-7.969338226e+01,
+3.000476522e+07,-8.259750366e+01,
+3.000487609e+07,-7.911544037e+01,
+3.000498696e+07,-7.944196320e+01,
+3.000509783e+07,-8.515450287e+01,
+3.000520870e+07,-8.403594208e+01,
+3.000531957e+07,-8.759574127e+01,
+3.000543043e+07,-8.209821320e+01,
+3.000554130e+07,-8.006628418e+01,
+3.000565217e+07,-8.810369110e+01,
+3.000576304e+07,-8.445906067e+01,
+3.000587391e+07,-8.629883575e+01,
+3.000598478e+07,-8.456430054e+01,
+3.000609565e+07,-8.150379181e+01,
+3.000620652e+07,-8.068458557e+01,
+3.000631739e+07,-8.302494049e+01,
+3.000642826e+07,-8.076185608e+01,
+3.000653913e+07,-8.725758362e+01,
+3.000665000e+07,-8.065586853e+01,
+3.000676087e+07,-8.253835297e+01,
+3.000687174e+07,-8.244905853e+01,
+3.000698261e+07,-8.313074493e+01,
+3.000709348e+07,-8.097439575e+01,
+3.000720435e+07,-7.873162842e+01,
+3.000731522e+07,-8.476811218e+01,
+3.000742609e+07,-8.219635773e+01,
+3.000753696e+07,-8.407219696e+01,
+3.000764783e+07,-8.008821869e+01,
+3.000775870e+07,-8.819628906e+01,
+3.000786957e+07,-8.572083282e+01,
+3.000798043e+07,-8.286057281e+01,
+3.000809130e+07,-8.336228943e+01,
+3.000820217e+07,-8.602609253e+01,
+3.000831304e+07,-8.689867401e+01,
+3.000842391e+07,-8.392815399e+01,
+3.000853478e+07,-8.389897156e+01,
+3.000864565e+07,-8.383553314e+01,
+3.000875652e+07,-7.810706329e+01,
+3.000886739e+07,-8.269857025e+01,
+3.000897826e+07,-8.828108978e+01,
+3.000908913e+07,-8.229217529e+01,
+3.000920000e+07,-8.228813934e+01,
+3.000931087e+07,-8.876344299e+01,
+3.000942174e+07,-8.543573761e+01,
+3.000953261e+07,-8.009101868e+01,
+3.000964348e+07,-8.101418304e+01,
+3.000975435e+07,-8.038610840e+01,
+3.000986522e+07,-8.080593109e+01,
+3.000997609e+07,-8.483036041e+01,
+3.001008696e+07,-8.648645020e+01,
+3.001019783e+07,-8.577572632e+01,
+3.001030870e+07,-8.487599182e+01,
+3.001041957e+07,-8.607843018e+01,
+3.001053043e+07,-8.488677979e+01,
+3.001064130e+07,-8.782443237e+01,
+3.001075217e+07,-8.538317108e+01,
+3.001086304e+07,-8.340419769e+01,
+3.001097391e+07,-8.476804352e+01,
+3.001108478e+07,-9.009841156e+01,
+3.001119565e+07,-8.333917999e+01,
+3.001130652e+07,-8.548467255e+01,
+3.001141739e+07,-7.972905731e+01,
+3.001152826e+07,-8.315737152e+01,
+3.001163913e+07,-8.266274261e+01,
+3.001175000e+07,-8.480098724e+01,
+3.001186087e+07,-8.650279236e+01,
+3.001197174e+07,-8.302895355e+01,
+3.001208261e+07,-8.163681030e+01,
+3.001219348e+07,-8.334950256e+01,
+3.001230435e+07,-7.758521271e+01,
+3.001241522e+07,-8.238800812e+01,
+3.001252609e+07,-8.580860901e+01,
