Machine Module,N9343C,CN06050179
MCU Version,A.06.27
DSP Version,A.04.00.11 SA
FPGA Version,A.02.80
16:10:21 02.20.2018
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,461
Sweep Time(s),2.485390,AUTO
Start Frequency,+2.999900000e+07
Stop Frequency,+3.150000000e+07
Frequency Offset,+0.000000000e+00
Average Type,Power
RBW,+3.000000000e+02,MAN
VBW,+3.000000000e+02,AUTO
Sweep Type,Continuous
Sweep Mode,Sweep
Speed,Normal
PreAmp State,OFF
Ref Level,-1.400000000e+01
Attenuation,10,MAN
Ref Level Offset,+0.000000000e+00
X Axis Units,Hz
HiSensitive,OFF
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Slope,RISE
Trigger Delay,+0.000000000e+00,OFF
Gate Sweep,OFF
Gate View,OFF
Gate Delay,+2.280000000e-03
Gate Length,+8.400000000e-04
Gate Source,External
Burst Level,-2.000000000e+01
Burst Trigger Slope,Rise
Timer Period,+3.120000000e-03
Timer Offset,+0.000000000e+00
Sync Source,Off
Apply Corrections,OFF
Antenna Unit,OFF
Correction1,Off
Correction2,Off
Correction3,Off
Correction4,Off
Marker Information
Marker,Trace,Type,X Axis,Amplitude
M1,1,Frequency,29.999 MHz,-21.21 dBm
CISPR Filter,Normal RBW,Dwell Time(s),0.500000,AUTO
Trace Math,Off
Trace Math By,Log Power
Trace Variable A,Trace1
Trace Variable B,Trace2
Trace Variable C,Trace3
Trace Name,Trace1,
Trace Count,1,
Trace Type,Clear Write,
Trace Detector,Average,
Trace Data
+2.999900000e+07,-2.121206093e+01,
+3.000226304e+07,-7.071721649e+01,
+3.000552609e+07,-7.247281647e+01,
+3.000878913e+07,-7.425538635e+01,
+3.001205217e+07,-7.400802612e+01,
+3.001531522e+07,-7.265802765e+01,
+3.001857826e+07,-7.344647217e+01,
+3.002184130e+07,-7.283209229e+01,
+3.002510435e+07,-7.428642273e+01,
+3.002836739e+07,-7.166249084e+01,
+3.003163043e+07,-6.839856720e+01,
+3.003489348e+07,-7.383634186e+01,
+3.003815652e+07,-7.317879486e+01,
+3.004141957e+07,-7.449420166e+01,
+3.004468261e+07,-6.983363342e+01,
+3.004794565e+07,-7.402677917e+01,
+3.005120870e+07,-7.136050415e+01,
+3.005447174e+07,-7.241433716e+01,
+3.005773478e+07,-7.187527466e+01,
+3.006099783e+07,-7.203487396e+01,
+3.006426087e+07,-7.323254395e+01,
+3.006752391e+07,-7.473468018e+01,
+3.007078696e+07,-6.998506927e+01,
+3.007405000e+07,-7.187207794e+01,
+3.007731304e+07,-7.088491821e+01,
+3.008057609e+07,-6.917990112e+01,
+3.008383913e+07,-7.120088959e+01,
+3.008710217e+07,-7.069615936e+01,
+3.009036522e+07,-7.025681305e+01,
+3.009362826e+07,-6.852960205e+01,
+3.009689130e+07,-7.020703125e+01,
+3.010015435e+07,-7.139100647e+01,
+3.010341739e+07,-7.052822876e+01,
+3.010668043e+07,-7.248252106e+01,
+3.010994348e+07,-7.103131104e+01,
+3.011320652e+07,-7.178448486e+01,
+3.011646957e+07,-6.948416901e+01,
+3.011973261e+07,-7.152540588e+01,
+3.012299565e+07,-7.131248474e+01,
+3.012625870e+07,-6.878266907e+01,
+3.012952174e+07,-7.294093323e+01,
+3.013278478e+07,-6.917981720e+01,
+3.013604783e+07,-7.320388794e+01,
+3.013931087e+07,-7.106329346e+01,
+3.014257391e+07,-7.144856262e+01,
+3.014583696e+07,-7.323490906e+01,
+3.014910000e+07,-6.994425201e+01,
+3.015236304e+07,-6.929309845e+01,
+3.015562609e+07,-7.111640930e+01,
+3.015888913e+07,-7.440690613e+01,
+3.016215217e+07,-7.143820953e+01,
+3.016541522e+07,-7.187240601e+01,
+3.016867826e+07,-7.172668457e+01,
+3.017194130e+07,-6.911917877e+01,
+3.017520435e+07,-7.135376740e+01,
+3.017846739e+07,-6.840807343e+01,
+3.018173043e+07,-6.795775604e+01,
+3.018499348e+07,-7.276704407e+01,
+3.018825652e+07,-7.168217468e+01,
+3.019151957e+07,-7.192035675e+01,
+3.019478261e+07,-7.198388672e+01,
+3.019804565e+07,-7.034205627e+01,
+3.020130870e+07,-7.019018555e+01,
+3.020457174e+07,-6.960797119e+01,
+3.020783478e+07,-7.165790558e+01,
+3.021109783e+07,-6.880123901e+01,
+3.021436087e+07,-6.853814697e+01,
+3.021762391e+07,-6.951458740e+01,
+3.022088696e+07,-7.281427002e+01,
+3.022415000e+07,-7.090219116e+01,
+3.022741304e+07,-6.756156921e+01,
+3.023067609e+07,-6.932417297e+01,
+3.023393913e+07,-7.410405731e+01,
+3.023720217e+07,-7.088030243e+01,
+3.024046522e+07,-7.206283569e+01,
+3.024372826e+07,-7.287275696e+01,
+3.024699130e+07,-7.059638977e+01,
+3.025025435e+07,-7.391246033e+01,
+3.025351739e+07,-6.812151337e+01,
+3.025678043e+07,-6.856640625e+01,
+3.026004348e+07,-6.838656616e+01,
+3.026330652e+07,-7.010393524e+01,
+3.026656957e+07,-6.919072723e+01,
+3.026983261e+07,-6.797829437e+01,
+3.027309565e+07,-6.826538849e+01,
+3.027635870e+07,-7.110679626e+01,
+3.027962174e+07,-7.170469666e+01,
+3.028288478e+07,-7.201361847e+01,
+3.028614783e+07,-6.727618408e+01,
+3.028941087e+07,-6.912594604e+01,
+3.029267391e+07,-6.905286407e+01,
+3.029593696e+07,-6.657571411e+01,
+3.029920000e+07,-7.291326141e+01,
+3.030246304e+07,-7.009754944e+01,
+3.030572609e+07,-6.655950928e+01,
+3.030898913e+07,-6.791236877e+01,
+3.031225217e+07,-6.863584137e+01,
+3.031551522e+07,-6.805825806e+01,
+3.031877826e+07,-6.944226837e+01,
+3.032204130e+07,-6.825108337e+01,
+3.032530435e+07,-7.088076019e+01,
+3.032856739e+07,-6.758856964e+01,
+3.033183043e+07,-6.816510010e+01,
+3.033509348e+07,-6.853938293e+01,
+3.033835652e+07,-6.907170105e+01,
+3.034161957e+07,-6.754964447e+01,
+3.034488261e+07,-6.868284607e+01,
+3.034814565e+07,-6.855455780e+01,
+3.035140870e+07,-6.895093536e+01,
+3.035467174e+07,-6.854055786e+01,
+3.035793478e+07,-6.514115143e+01,
+3.036119783e+07,-7.532641602e+01,
+3.036446087e+07,-6.855963135e+01,
+3.036772391e+07,-6.794403839e+01,
+3.037098696e+07,-7.141775513e+01,
+3.037425000e+07,-6.970153809e+01,
+3.037751304e+07,-7.279929352e+01,
+3.038077609e+07,-6.795279694e+01,
+3.038403913e+07,-6.770989227e+01,
+3.038730217e+07,-7.111077118e+01,
+3.039056522e+07,-6.915453339e+01,
+3.039382826e+07,-6.830805206e+01,
+3.039709130e+07,-6.827555847e+01,
